,model_name,temp_uncertainty,test_error,test_std,Hour
19,ridges,8,155.40426480745066,6.758840304088131,21
20,ridges,9,168.6348488046672,7.323609164327972,21
21,ridges,10,183.30918446483975,8.603535614700439,21
22,lassos,0,83.13170000066157,0.0,21
23,lassos,1,82.13222404236824,0.9559673282733047,21
24,lassos,2,87.66323605669298,1.9780512785478794,21
25,lassos,3,95.84956433142787,2.683983150142051,21
26,lassos,4,105.74716863952,3.6665994527061643,21
27,lassos,5,117.47716196171808,4.298466116185778,21
28,lassos,6,128.89642474392846,5.169885736426757,21
29,lassos,7,139.946226630291,6.107988657050639,21
30,lassos,8,154.77410773188055,6.588091132239672,21
31,lassos,9,167.8145657266023,6.715970849806548,21
32,lassos,10,181.0239767329015,8.786153212348653,21
33,xgb_best_per_hour,0,96.97528133660869,0.0,21
34,xgb_best_per_hour,1,95.0721280721038,1.500882637138029,21
35,xgb_best_per_hour,2,103.38053631340539,2.473694261030169,21
36,xgb_best_per_hour,3,114.17091020533466,4.190665429079474,21
37,xgb_best_per_hour,4,124.87662872918514,4.862278221915995,21
38,xgb_best_per_hour,5,134.25253140441038,5.639203395767373,21
39,xgb_best_per_hour,6,144.82896926578417,7.015023980100837,21
40,xgb_best_per_hour,7,152.2613888587328,6.987868827249949,21
41,xgb_best_per_hour,8,159.50035998647633,6.815839323488111,21
42,xgb_best_per_hour,9,165.3612164316237,7.564786154571139,21
43,xgb_best_per_hour,10,170.88456777190873,7.328833950876562,21
44,xgb_best_max_hour,0,97.42138678771177,0.0,21
45,xgb_best_max_hour,1,94.06771431862022,1.5625992057030635,21
46,xgb_best_max_hour,2,102.26638929021324,2.887012575774242,21
47,xgb_best_max_hour,3,112.57321574938226,3.9904226588584595,21
48,xgb_best_max_hour,4,124.00470384124725,4.325557983843114,21
49,xgb_best_max_hour,5,132.93616945010362,5.07144159611723,21
50,xgb_best_max_hour,6,141.69092925589368,6.121694571552267,21
51,xgb_best_max_hour,7,148.93815564713404,5.895798149939339,21
52,xgb_best_max_hour,8,157.4493823734957,6.737929690598906,21
53,xgb_best_max_hour,9,162.95060097094526,7.620418343693143,21
54,xgb_best_max_hour,10,170.09691043528738,7.9987577037739825,21
55,lin_xgb_best_per_hour,0,79.5816447090671,0.0,21
56,lin_xgb_best_per_hour,1,81.29026327600644,1.1786880937072433,21
57,lin_xgb_best_per_hour,2,88.51170185638004,2.370483744615103,21
58,lin_xgb_best_per_hour,3,97.82465526272863,3.1016722134561694,21
59,lin_xgb_best_per_hour,4,109.94089159202035,4.179383842289784,21
60,lin_xgb_best_per_hour,5,122.1239548486304,4.845871702562642,21
61,lin_xgb_best_per_hour,6,136.54092838838002,5.3227980772643715,21
62,lin_xgb_best_per_hour,7,149.5668524096975,6.781237205488081,21
63,lin_xgb_best_per_hour,8,166.6504984739323,7.446517888158521,21
64,lin_xgb_best_per_hour,9,178.53018723560714,7.63280543704987,21
65,lin_xgb_best_per_hour,10,194.40329826727717,8.395242301723934,21
66,lin_xgb_best_max_hour,0,77.86926655006499,0.0,21
67,lin_xgb_best_max_hour,1,81.22358106286256,1.490304665351097,21
68,lin_xgb_best_max_hour,2,88.08488007646476,2.4753922853223753,21
69,lin_xgb_best_max_hour,3,97.7480717931346,3.2846958203023764,21
70,lin_xgb_best_max_hour,4,109.94343337358876,4.591880800359833,21
71,lin_xgb_best_max_hour,5,121.45253196086296,5.562947281925339,21
72,lin_xgb_best_max_hour,6,135.1940463084277,5.488400354900426,21
73,lin_xgb_best_max_hour,7,149.39960451721421,6.557372327514957,21
74,lin_xgb_best_max_hour,8,165.10796055822627,7.047961266359526,21
75,lin_xgb_best_max_hour,9,179.58499152559128,8.009180815366157,21
76,lin_xgb_best_max_hour,10,194.3460575892061,8.54133251305021,21
0,linears,0,79.43490905727482,0.0,22
1,linears,1,77.4106199456726,0.8659050117311362,22
2,linears,2,82.41108108490599,1.822584729742517,22
3,linears,3,90.02143446149952,2.890659770895882,22
4,linears,4,98.55601827131585,3.63596101900214,22
5,linears,5,108.71310688990354,3.9090538958364296,22
6,linears,6,119.08066191397224,5.095063032791255,22
7,linears,7,130.66297945728994,5.549818879770304,22
8,linears,8,142.53670029620957,7.246073941443471,22
9,linears,9,155.7114112458856,7.4090282603039865,22
10,linears,10,167.80914567743233,7.445106994810352,22
11,ridges,0,79.82609381067672,0.0,22
12,ridges,1,78.02014567256998,0.9085181246808023,22
13,ridges,2,82.4796971120164,1.742571164872826,22
14,ridges,3,89.92687324661897,2.4472618925501584,22
15,ridges,4,98.74756205316925,3.4380699180779573,22
16,ridges,5,108.42511419402797,3.76246410383623,22
17,ridges,6,118.55448588042061,5.146073927214875,22
18,ridges,7,129.92361237709605,5.262381043787704,22
19,ridges,8,142.25963952450408,6.072648039310131,22
20,ridges,9,153.67624712839475,6.89731618792654,22
21,ridges,10,166.78450701918152,7.991910039170987,22
